text,label,x0,y0,x1,y1,width,height,page,pdf
"Scholars have long debated whose interests trademark law primarily serves. On one account, trademark law aims to protect businesses against illegitimate uses  of  their  marks  that  would  divert  customers  or  confuse  consumers  about those businesses' relationship to the goods bearing their marks. 38 Other accounts, particularly in modern commentary, make consumer interests primary. Trademark  law  makes  misleading  uses  of  trademarks  actionable  so  that consumers are not defrauded and can rely on marks to select goods from the sellers they wish to patronize. 39",body_text,226,373,779,499,553,126,9,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"168. See id. at 1362-65 (describing the migration of these ideas into Blackstone's Commentaries ); see  also Jud Campbell, The Emergence of Neutrality ,  131  Y ALE L.J.  861, 887-88 (2022)  (arguing  that  the  distinction  between  common  law  and  constitutional  rights  is  an Erie anachronism and that 'jurists understood the common law as a variant of general law and viewed many (but not all) common-law rules as fundamental in status'); Stephen E. Sachs, Pennoyer Was Right , 95 T EX . L. R EV . 1249, 1261-65 (2017).",footnote,226,761,778,833,552,72,35,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,8,california_law_review_Crafting_a_New_Conservationism
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
26 See infra notes 46-59 and accompanying text.,footnote,161,642,547,655,386,13,5,boston_college_law_review_Untitled
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
B. Factual History of Juniper,heading,365,193,662,207,297,14,9,boston_college_law_review_Untitled
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,10,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,32,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
"Figure 16. Number of PTO Applications, by Filing Year",caption,263,278,654,289,391,11,63,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"227. 2022 Little  Fish  Lake  EA  at  23;  2023  Roberts  Mountain  EA  at  26;  2023  Stone  Cabin Complex EA at 24; 2021 Pancake Complex EA at 21; 2020 Lake Mead EA at 8; 2017 Antelope & Triple B EA at 29; 2014 Fish Creek EA at 30; 2016 Blue Wing Complex EA App'x J at 19; 2012 Diamond Complex EA at 26; 2012 Challis EA at 22-23; 2010 Twin Peaks EA at 97. For analogous language, see 2008 McCullough Peaks EA at 32; 2022 Bible Spring EA at 45; 2022 Canyonlands EA at 38; 2020 Nev. Wild Horse Range EA at 33; 2017 Pine Nut Mountains EA at 35; 2016 Sulphur EA at 36; 2014 Bible Spring EA at 46; 2012 Wassuk EA at 17, 43; 2012 Bullfrog Herd Management Area EA at 14.",footnote,226,495,778,593,552,98,43,california_law_review_Crafting_a_New_Conservationism
"set out to examine the barred owl debacle, aiming to do 'everything possible to prevent owls from [experiencing] physical or other suffering,' incorporating 'the values of compassion and avoidance of suffering, a focus on the well-being of owls  themselves,  [and]  resisting  management  solutions  that  would  too  easily support lethal removal without sufficient reason and reflection.' 200 As the barred owl EIS explains, 'most participants believed that, whether or not humans were the  cause  of  the  barred  owl's  range  expansion,  society  is  responsible  for protecting the well-being of both barred and spotted owls.' 201 Ultimately, most stakeholders coalesced around killing barred owls to save northern spotted owls, although '[n]o one was enthusiastic about this alternative.' 202",body_text,226,140,779,298,553,158,39,california_law_review_Crafting_a_New_Conservationism
"A utilitarian approach is also consistent with conservation statutes insofar as  it  permits  removals  and  human  intervention  generally.  If  removing  horses leads to net benefits for the animal and human community, then capturing or killing  horses  passes  utilitarian  muster.  BLM,  for  instance,  could  define  a 'thriving natural ecological balance' under the WHA as the state that leads to the most net welfare and remove equids if they threaten that balance. 274",body_text,226,272,779,365,553,93,53,california_law_review_Crafting_a_New_Conservationism
"Consider the U.S. Fish and Wildlife Service's (FWS) decision in 2013 to enter a war among owls. 2 The woods of Washington, Oregon, and California had long  been  home  to  a  federally  listed  species  threatened  with  extinction:  the northern spotted owl, a brown blimp of a bird with white speckles and saucers for eyes. 3 In recent decades, a slightly larger raptor had moved in: the barred owl, a migrant from the eastern United States, that elbowed spotted owls out of their habitat. 4 Alarmed by the East Coast arrivistes, FWS resolved to halt the barred owl  takeover-by  shooting  roughly  3,600  of  them. 5 The  slaughter  proved effective at stabilizing northern spotted owl numbers. 6 So much so that in 2024, FWS announced plans to continue the job by killing roughly 450,000 more. 7",body_text,226,140,779,298,553,158,4,california_law_review_Crafting_a_New_Conservationism
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
A. The Antidomination Theory,heading,391,390,614,401,223,11,14,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,20,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
CALIFORNIA LAW REVIEW,page_header,399,105,592,116,193,11,8,california_law_review_Lovings_Borders
"Figure 16. Number of PTO Applications, by Filing Year",caption,263,278,654,289,391,11,63,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
DOI: https://doi.org/10.15779/Z387P8TG0V Copyright © 2025 Joshua C. Macey and Brian M. Richardson,page_footer,290,744,620,765,330,21,1,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
C. The Trademark Registration Process,heading,359,546,646,557,287,11,18,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"democratic policymaking is how we, as a political community, select between competing social justice claims and instill our chosen conception of social justice across our society. 398",body_text,226,140,779,183,553,43,71,california_law_review_Social_Justice_Conflicts_in_Public_Law
Figure 15. Amazon search results for 'Hanes T-shirt',caption,263,361,635,371,372,10,54,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"164. See J.E.B. , 511 U.S. at 145 ('Equal opportunity to participate in the fair administration of justice is fundamental to our democratic system.').",footnote,226,773,778,795,552,22,20,california_law_review_Access_Without_the_ADA_The_Implications_of_the_Federal_Judiciarys_Exemption_from_Following_the_Disab
"property in a more sustainable way.'); see also Peñalver, Illusory Right, supra note 7, at 214 ('The common law's distrust of abandonment seems less alien and arbitrary if we approach it from the perspective of a community in which things are acquired, not in anticipation of quickly throwing them away, but to be kept and (re)used, or perhaps resold or given away.').",body_text,146,658,837,728,691,70,70,columbia_forcings
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
2025] AMAZON'S QUIET OVERHAUL OF THE TRADEMARK SYSTEM,page_header,226,106,721,117,495,11,19,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"Figure 4. Amazon's logo, redesigned in 2000",caption,263,412,578,423,315,11,23,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
B. The Ninth Circuit's Cumulative Materiality Analysis,heading,232,293,802,307,570,14,13,boston_college_law_review_Untitled
TABLE 2: ALIGNED AND MISALIGNED OWNERSHIP,caption,285,106,725,123,440,17,39,columbia_forcings
DOI: https://doi.org/10.15779/Z387P8TG0V Copyright © 2025 Joshua C. Macey and Brian M. Richardson,page_footer,290,744,620,765,330,21,1,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
"Feng Zhu and Qihong Liu provide more systematic evidence of Amazon's approach, finding that over the course of ten months, Amazon began directly competing  against  third-party  sellers  on  3  percent  of  over  160,000  products offered  across  twenty-two  product  spaces. 283 The  spaces  Amazon  entered already had higher sales and better product reviews, whereas the spaces they did not enter tended to be those requiring greater seller effort for growth. 284 Amazon is in a unique position when it decides to sell in a product category because it is not  only  a  platform  participant  like  third-party  sellers,  it  is  also  the  platform provider. 285 By  leveraging  the  massive  amount  of  sales  data  it  collects  in  its platform provider role, Amazon can outcompete the third-party sellers it relies on for its platform's success. 286",body_text,226,256,779,431,553,175,51,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
Figure 7. Number of Applications by Filing Year,caption,263,442,604,453,341,11,32,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"103. See e.g. ,  Robyn Lewis Brown & Mairead Eastin Moloney, Intersectionality,  Work,  and Well-being: The Effects of Gender and Disability , 33 G ENDER & S OC ' Y 94 (2018) (documenting the layered discrimination that disabled women face from their intersectional identity).",footnote,226,723,778,757,552,34,13,california_law_review_Access_Without_the_ADA_The_Implications_of_the_Federal_Judiciarys_Exemption_from_Following_the_Disab
"16. See id. at 27 (noting plaintiff suffering conversion of property traditionally could choose between trover, which forces sale on converter, and replevin, which requires converter to return property along with damages); Richard A. Epstein & Catherine M. Sharkey, Cases and Materials on Torts 606 (10th ed. 2012) ('Originally, conversion posited a 'forced sale,' under which the defendant, as the owner of the plaintiff's property, was now made to buy it at the full market price-even if the defendant was willing to return it.'); see also id. (noting modern softening of remedial rule and potential unavailability of forced sale where converted item is returned relatively undamaged).",body_text,146,592,837,703,691,111,8,columbia_forcings
